1.103124020999999955e+00 1.486922686518691184e-03 3.204479338105580694e-02 9.994853276952542220e-01
5.970254500500000311e-02 -8.070129364093815705e-02 -1.127678875695078548e-01 9.903386818345478737e-01
6.838394751799999893e-01 -5.412023846260967386e-02 -1.306950511039759177e-01 9.899443435899208943e-01
1.845811248199999977e-01 -5.874137781515539891e-02 -6.754142505008832453e-02 9.959857461001038192e-01
1.602196280900000103e-01 1.263303120315933392e-01 3.914465739569929909e-02 9.912155911099126415e-01
1.996085578700000029e+00 1.323745700472165471e-02 6.497310742001947796e-03 9.998912714316341432e-01
8.963914752299999567e-01 2.597746237185698248e-02 -1.085118827893569345e-02 9.996036330274384873e-01
4.363660372399999834e-03 -2.910922639018832525e-01 5.576430031442564106e-01 7.773670786319234471e-01
2.726903306900000171e-02 -1.935984424853869068e-01 5.525003956627215773e-01 8.107175561561302812e-01
1.472439400900000042e-02 4.911066804874498204e-01 1.473397743652203329e-01 8.585483208711108816e-01
2.015205293800000075e-01 -8.461125071096793008e-05 -5.071420656076402328e-02 9.987132031238238339e-01
1.039472765699999968e-01 -2.003310702272611821e-01 -3.076075382955736348e-01 9.301855001478669394e-01
9.855108140799999708e-03 -4.370880130478818626e-02 6.314033345811271847e-01 7.742217833207301059e-01
8.915545458400000664e-03 3.795972476867692236e-01 -4.705786635891057168e-01 7.965310106476212182e-01
1.386062004199999920e-01 3.230786410867842601e-02 -2.468479137252103245e-02 9.991730896054148436e-01
1.010070001499999981e-01 -8.170574497961982305e-03 -2.251958903124331654e-02 9.997130137305590969e-01
1.261506858600000038e-02 2.069732152428234162e-01 -2.829857882098515270e-02 9.779372569898133749e-01
3.435630070000000175e-02 2.212072875117366832e-01 1.688782502361849958e-01 9.604933485188037467e-01
2.366980987299999839e+00 3.093917916639042989e-02 1.617924642206814909e-02 9.993903137301882733e-01
3.232558938699999773e-01 5.523415169454763685e-02 -2.560871075143364428e-02 9.981449706431592128e-01
9.786476489100000634e-03 -1.196479480245409566e-01 6.141529661583939453e-02 9.909149962913595955e-01
6.503288904099999712e-01 6.507889250719695040e-02 -3.087921736809345549e-02 9.974022316421649048e-01
1.225580190299999962e-02 2.156993790959602919e-01 1.233702802109630653e-01 9.686348908738965369e-01
1.762235704100000078e+00 -9.114848734571686512e-03 5.641311208238311559e-02 9.983659050256705747e-01
3.365111576500000035e-01 1.244699902293714203e-02 1.223417495284109952e-01 9.924099800675377780e-01
1.120593254899999947e+00 6.620433020250934830e-03 -2.378564558926845804e-02 9.996951600015505646e-01
8.007822725600000080e-02 1.719571176266849466e-01 -4.347232892594814907e-02 9.841447588212196562e-01
2.042269036400000126e-01 2.431753934556052377e-02 5.555109209816146837e-02 9.981596733222990459e-01
5.028745366699999622e-03 7.582839574323917420e-01 6.516717875393330806e-01 1.814720986711215386e-02
1.551923714900000084e-01 2.073306323390018344e-02 -5.246747708985460834e-02 9.984073837551306063e-01
2.397304961499999998e-01 -8.945283244850801146e-03 1.493059584493970637e-01 9.887505816327878394e-01
1.744369053500000044e-01 -7.670673599251420782e-02 5.283506102997829329e-02 9.956528174917868013e-01
1.158856351000000107e-03 -2.050940281334364401e-01 9.706336783179188021e-01 -1.257247077508152067e-01
3.828245278100000232e-02 -7.572821351608652329e-03 8.808430472540310606e-04 9.999709378238462731e-01
1.291077489999999973e-02 -5.414907043990440094e-01 6.875499226562821198e-01 -4.838004970075658884e-01
2.744320686899999751e-01 -7.971803575348727910e-02 1.822945985229857124e-01 9.800069969775465628e-01
8.042408470900000439e-02 1.348844039129012268e-02 -9.554000703633480640e-02 9.953341996692909310e-01
7.188462705999999480e-01 6.183839712182136877e-02 -4.922971977777087539e-04 9.980860535469239236e-01
6.989645470999999999e-01 4.727144887881029600e-02 -8.288558671496534802e-02 9.954372856367266209e-01
3.000645582899999844e-02 -2.904419139437283137e-01 1.089263248300183368e-01 9.506726830953591278e-01
1.898825369900000032e-02 -1.597094385212073364e-01 4.202094457166023755e-02 9.862693016942920554e-01
1.259229792800000136e-01 1.359255626485142976e-01 1.574344972476429960e-01 9.781301654151490776e-01
1.589555455399999928e-01 1.012667677661797418e-02 2.809170810450418165e-01 9.596786149511695729e-01
4.865390910899999866e-01 9.029172363655592337e-02 6.934507633354605738e-02 9.934981957865018920e-01
8.284347704600000251e-01 7.056737125662369825e-02 6.734120704074161856e-02 9.952313338858588265e-01
1.260178018799999917e-02 4.236406319532496356e-01 8.872453019312905864e-01 -1.825496895617857718e-01
2.532735980300000050e-02 2.753771818399739502e-01 5.850926851896295355e-01 7.627804123464778652e-01
3.849903070900000113e-02 -2.570595418352173422e-01 2.806634643495768411e-01 9.247423488360213550e-01
5.861445109499999889e-02 -9.662220700075939070e-03 1.393183083601305938e-01 9.902005102234671119e-01
8.931341079400000327e-01 -2.497586324856098522e-02 4.623994691066486695e-02 9.986180819335728209e-01
2.129530883300000121e-01 5.109586393606015131e-02 4.729805073368603674e-02 9.975731086418785365e-01
2.075871240000000117e-01 -4.284236777351318158e-03 -6.121784777339953076e-02 9.981152340432583037e-01
2.528928917100000118e-01 -4.966570562293626950e-02 -8.619205507179000803e-02 9.950398219807473632e-01
2.709526940399999972e-01 -2.970702018852523774e-02 -8.310523476688214117e-02 9.960978932343246273e-01
1.825895787699999939e+00 -8.625257863853274393e-03 3.842609661290873058e-02 9.992242190949324199e-01
1.260469651500000010e+00 6.190015644356457181e-02 -1.369986612278670073e-02 9.979883187194527050e-01
3.629337404299999847e-01 8.979708680166402501e-02 -7.882960684459003331e-02 9.928355232799952468e-01
1.313317863099999983e+00 3.873302273367377341e-02 -3.149034154479232739e-02 9.987532785124186852e-01
6.941720775699999901e-02 -1.100298059601664685e-01 1.047936366059103314e-01 9.883884537606035803e-01
4.658253229699999692e-02 1.022503298526522969e-01 2.264796498864238006e-01 9.686340063369376363e-01
1.338209576999999928e-01 -1.178424483960668206e-01 -6.079512933880237141e-02 9.911695665246680331e-01
1.866424204000000087e-01 1.092642857570221698e-01 -2.862559984882093178e-02 9.936004684435807421e-01
1.586080497500000075e-01 5.400614658748025682e-02 -3.178840344167790238e-02 9.980344851443764265e-01
3.609699932700000113e-01 -9.643507725792940799e-02 -7.757468256219128555e-02 9.923116670177936083e-01
1.001082328200000093e+00 -2.843488766233838796e-02 -3.363438748865218292e-02 9.990296217539765822e-01
6.004178341400000229e-02 2.602149336470195862e-01 4.518971995034132272e-02 9.644926529102680890e-01
1.001475694600000022e-01 3.406594726714832766e-01 -9.038611850775450651e-02 9.358319684966360796e-01
5.562368463000000318e-01 -6.494702670588803871e-03 -2.744119234296959683e-02 9.996023208256454851e-01
3.865817734600000000e-01 -2.298923838740571032e-02 -6.471078321856509052e-02 9.976392180811692878e-01
3.582004075100000268e-02 -8.176264944481836938e-02 5.207865917254186905e-02 9.952902503363297848e-01
2.998358956600000180e-01 7.407609917503116780e-03 8.963986460888385965e-02 9.959466963589022059e-01
5.095806722500000052e-02 1.003917097236989298e-01 1.621279092559959334e-01 9.816496552533557907e-01
2.164363161100000058e-02 -2.912590584433664698e-01 -4.071428674115578072e-01 8.656805683337117641e-01
3.272599128200000262e-02 4.623494445924803964e-01 -1.275839299461825616e-01 8.774709863605248961e-01
1.004548490200000005e-01 -1.177529203240734214e-02 -3.269540747650633711e-02 9.993959940021256427e-01
1.294534358199999957e+00 1.074872312474556800e-02 -1.232405039517641722e-02 9.998662824263274684e-01
1.429435106399999933e-01 7.908522479020980989e-02 3.250451293543970555e-01 9.423859034932905443e-01
8.670628190300000426e-01 -2.001930975791029604e-02 -3.151710918401492978e-02 9.993027064235840973e-01
2.610540500099999828e-01 1.698673059550945275e-02 -2.091234567530278476e-02 9.996369965052473994e-01
1.838551854899999893e-01 4.322534102001433093e-02 -6.134992483557484555e-03 9.990465113101242300e-01
1.276721561299999919e-01 -5.949649195948814029e-02 -2.701042248588985117e-01 9.609910900512492749e-01
5.058261670199999671e-02 -2.778054035379186604e-01 -5.897809917618684894e-02 9.588251882291672912e-01
7.455731717400000402e-01 3.359468388820957552e-02 3.082101941197059464e-02 9.989601903864129273e-01
1.207052685599999953e-01 -2.063421309994229597e-02 9.250485513178837230e-03 9.997442961915394832e-01
2.039200621200000160e-02 -3.298223969387614751e-01 3.500672176534560531e-01 8.767383472860862392e-01
3.079910607099999986e-03 1.164585141023410791e-01 5.474300178983989573e-01 8.287085072550138820e-01
3.168852910400000056e+00 -1.452324964857329599e-02 2.160916897453542609e-02 9.996610020581352396e-01
3.227159644400000305e-02 5.020833357627163540e-01 6.339824808919873877e-01 5.881994031545971779e-01
9.357174426699999339e-03 -6.204638261190680293e-01 -3.805159929383065132e-01 6.857348026721858947e-01
1.819190295499999999e-01 1.546965672662719248e-02 4.149648593452930079e-02 9.990188843940067676e-01
4.501038688899999807e-01 3.011608118958883362e-02 3.111650581695058621e-02 9.990619523931064672e-01
3.974756367600000215e-03 -5.112542694301641655e-01 3.718920919387533330e-01 7.748001961427518625e-01
2.777042362700000155e-01 1.516047352207601784e-01 -3.350098851889674045e-01 9.299378372151108074e-01
1.968747515600000053e-01 -1.434065333308756802e-02 -4.691656679829164789e-02 9.987958657412642216e-01
1.921909626099999879e-01 3.564269722822117209e-02 1.981605244970996785e-02 9.991681150835467484e-01
9.187269244500000098e-02 -2.282060815880942173e-01 -2.978786465707350395e-01 9.269251837356643486e-01
1.453472547999999920e-01 2.970022687190124536e-02 5.331150123498092086e-02 9.981361532175008211e-01
1.484096112700000053e-02 -4.291115160502862458e-01 -6.049383831871868455e-01 6.707554392920695996e-01
6.145578003700000007e-03 9.225615585585011935e-01 5.561370186568762031e-02 3.818210141347689324e-01
